id,Temperature,Date
675,17.7,"1982-11-06 00:00:00"
676,16,"1982-11-07 00:00:00"
677,11.3,"1982-11-08 00:00:00"
678,10.5,"1982-11-09 00:00:00"
679,14.4,"1982-11-10 00:00:00"
680,10.3,"1982-11-11 00:00:00"
681,9,"1982-11-12 00:00:00"
682,11.1,"1982-11-13 00:00:00"
683,14.5,"1982-11-14 00:00:00"
684,18,"1982-11-15 00:00:00"
685,12.8,"1982-11-16 00:00:00"
686,10.7,"1982-11-17 00:00:00"
687,9.1,"1982-11-18 00:00:00"
688,8.7,"1982-11-19 00:00:00"
689,12.4,"1982-11-20 00:00:00"
690,12.6,"1982-11-21 00:00:00"
691,10.3,"1982-11-22 00:00:00"
692,13.7,"1982-11-23 00:00:00"
693,16,"1982-11-24 00:00:00"
694,15.8,"1982-11-25 00:00:00"
695,12.1,"1982-11-26 00:00:00"
696,12.5,"1982-11-27 00:00:00"
697,12.2,"1982-11-28 00:00:00"
698,13.7,"1982-11-29 00:00:00"
699,16.1,"1982-11-30 00:00:00"
700,15.5,"1982-12-01 00:00:00"
701,10.3,"1982-12-02 00:00:00"
702,10.5,"1982-12-03 00:00:00"
703,11,"1982-12-04 00:00:00"
704,11.9,"1982-12-05 00:00:00"
705,13,"1982-12-06 00:00:00"
706,12.2,"1982-12-07 00:00:00"
707,10.6,"1982-12-08 00:00:00"
708,13,"1982-12-09 00:00:00"
709,13,"1982-12-10 00:00:00"
710,12.2,"1982-12-11 00:00:00"
711,12.6,"1982-12-12 00:00:00"
712,18.7,"1982-12-13 00:00:00"
713,15.2,"1982-12-14 00:00:00"
714,15.3,"1982-12-15 00:00:00"
715,13.9,"1982-12-16 00:00:00"
716,15.8,"1982-12-17 00:00:00"
717,13,"1982-12-18 00:00:00"
718,13,"1982-12-19 00:00:00"
719,13.7,"1982-12-20 00:00:00"
720,12,"1982-12-21 00:00:00"
721,10.8,"1982-12-22 00:00:00"
722,15.6,"1982-12-23 00:00:00"
723,15.3,"1982-12-24 00:00:00"
724,13.9,"1982-12-25 00:00:00"
725,13,"1982-12-26 00:00:00"
726,15.3,"1982-12-27 00:00:00"
727,16.3,"1982-12-28 00:00:00"
728,15.8,"1982-12-29 00:00:00"
729,17.7,"1982-12-30 00:00:00"
730,16.3,"1982-12-31 00:00:00"
731,18.4,"1983-01-01 00:00:00"
732,15,"1983-01-02 00:00:00"
733,10.9,"1983-01-03 00:00:00"
734,11.4,"1983-01-04 00:00:00"
735,14.8,"1983-01-05 00:00:00"
736,12.1,"1983-01-06 00:00:00"
737,12.8,"1983-01-07 00:00:00"
738,16.2,"1983-01-08 00:00:00"
739,15.5,"1983-01-09 00:00:00"
740,13,"1983-01-10 00:00:00"
741,10.5,"1983-01-11 00:00:00"
742,9.1,"1983-01-12 00:00:00"
743,10.5,"1983-01-13 00:00:00"
744,11.8,"1983-01-14 00:00:00"
745,12.7,"1983-01-15 00:00:00"
746,12.7,"1983-01-16 00:00:00"
747,11.5,"1983-01-17 00:00:00"
748,13.8,"1983-01-18 00:00:00"
749,13.3,"1983-01-19 00:00:00"
750,11.6,"1983-01-20 00:00:00"
751,15.4,"1983-01-21 00:00:00"
752,12.4,"1983-01-22 00:00:00"
753,16.9,"1983-01-23 00:00:00"
754,14.7,"1983-01-24 00:00:00"
755,10.6,"1983-01-25 00:00:00"
756,15.6,"1983-01-26 00:00:00"
757,10.7,"1983-01-27 00:00:00"
758,12.6,"1983-01-28 00:00:00"
759,13.8,"1983-01-29 00:00:00"
760,14.3,"1983-01-30 00:00:00"
761,14,"1983-01-31 00:00:00"
762,18.1,"1983-02-01 00:00:00"
763,17.3,"1983-02-02 00:00:00"
764,13,"1983-02-03 00:00:00"
765,16,"1983-02-04 00:00:00"
766,14.9,"1983-02-05 00:00:00"
767,16.2,"1983-02-06 00:00:00"
768,20.3,"1983-02-07 00:00:00"
769,22.5,"1983-02-08 00:00:00"
770,17.2,"1983-02-09 00:00:00"
771,15.9,"1983-02-10 00:00:00"
772,16.8,"1983-02-11 00:00:00"
773,13.8,"1983-02-12 00:00:00"
774,12.8,"1983-02-13 00:00:00"
775,14,"1983-02-14 00:00:00"
776,17.5,"1983-02-15 00:00:00"
777,21.5,"1983-02-16 00:00:00"
778,16.8,"1983-02-17 00:00:00"
779,13.6,"1983-02-18 00:00:00"
780,14.5,"1983-02-19 00:00:00"
781,14.2,"1983-02-20 00:00:00"
782,15.7,"1983-02-21 00:00:00"
783,19.7,"1983-02-22 00:00:00"
784,17.4,"1983-02-23 00:00:00"
785,14.4,"1983-02-24 00:00:00"
786,16.9,"1983-02-25 00:00:00"
787,19.1,"1983-02-26 00:00:00"
788,20.4,"1983-02-27 00:00:00"
789,20.1,"1983-02-28 00:00:00"
790,19.9,"1983-03-01 00:00:00"
791,22,"1983-03-02 00:00:00"
792,20.5,"1983-03-03 00:00:00"
793,22.1,"1983-03-04 00:00:00"
794,20.6,"1983-03-05 00:00:00"
795,15,"1983-03-06 00:00:00"
796,20.6,"1983-03-07 00:00:00"
797,21.5,"1983-03-08 00:00:00"
798,16.2,"1983-03-09 00:00:00"
799,14.1,"1983-03-10 00:00:00"
800,14.5,"1983-03-11 00:00:00"
801,21.1,"1983-03-12 00:00:00"
802,15.9,"1983-03-13 00:00:00"
803,15.2,"1983-03-14 00:00:00"
804,13.1,"1983-03-15 00:00:00"
805,13.2,"1983-03-16 00:00:00"
806,12.5,"1983-03-17 00:00:00"
807,15.2,"1983-03-18 00:00:00"
808,17.6,"1983-03-19 00:00:00"
809,15.5,"1983-03-20 00:00:00"
810,16.7,"1983-03-21 00:00:00"
811,16.3,"1983-03-22 00:00:00"
812,15.1,"1983-03-23 00:00:00"
813,12.7,"1983-03-24 00:00:00"
814,10,"1983-03-25 00:00:00"
815,11.4,"1983-03-26 00:00:00"
816,12.6,"1983-03-27 00:00:00"
817,10.7,"1983-03-28 00:00:00"
818,10,"1983-03-29 00:00:00"
819,13.9,"1983-03-30 00:00:00"
820,13.4,"1983-03-31 00:00:00"
821,12.5,"1983-04-01 00:00:00"
822,12.8,"1983-04-02 00:00:00"
823,7.8,"1983-04-03 00:00:00"
824,11.1,"1983-04-04 00:00:00"
825,10.7,"1983-04-05 00:00:00"
826,7.1,"1983-04-06 00:00:00"
827,6.7,"1983-04-07 00:00:00"
828,5.7,"1983-04-08 00:00:00"
829,9.1,"1983-04-09 00:00:00"
830,15.2,"1983-04-10 00:00:00"
831,15.5,"1983-04-11 00:00:00"
832,11.1,"1983-04-12 00:00:00"
833,11.7,"1983-04-13 00:00:00"
834,11.5,"1983-04-14 00:00:00"
835,9.8,"1983-04-15 00:00:00"
836,6.2,"1983-04-16 00:00:00"
837,6.7,"1983-04-17 00:00:00"
838,7.5,"1983-04-18 00:00:00"
839,8.8,"1983-04-19 00:00:00"
840,8,"1983-04-20 00:00:00"
841,10.4,"1983-04-21 00:00:00"
842,14.5,"1983-04-22 00:00:00"
843,16.5,"1983-04-23 00:00:00"
844,14.1,"1983-04-24 00:00:00"
845,10.5,"1983-04-25 00:00:00"
846,12.6,"1983-04-26 00:00:00"
847,13,"1983-04-27 00:00:00"
848,8.7,"1983-04-28 00:00:00"
849,10.1,"1983-04-29 00:00:00"
850,12,"1983-04-30 00:00:00"
851,12.5,"1983-05-01 00:00:00"
852,13.5,"1983-05-02 00:00:00"
853,13.7,"1983-05-03 00:00:00"
854,13.5,"1983-05-04 00:00:00"
855,10.7,"1983-05-05 00:00:00"
856,13,"1983-05-06 00:00:00"
857,11.6,"1983-05-07 00:00:00"
858,13,"1983-05-08 00:00:00"
859,11.2,"1983-05-09 00:00:00"
860,13.5,"1983-05-10 00:00:00"
861,12.9,"1983-05-11 00:00:00"
862,6.8,"1983-05-12 00:00:00"
863,10,"1983-05-13 00:00:00"
864,14.5,"1983-05-14 00:00:00"
865,11.7,"1983-05-15 00:00:00"
866,6.7,"1983-05-16 00:00:00"
867,4.6,"1983-05-17 00:00:00"
868,4.9,"1983-05-18 00:00:00"
869,7.4,"1983-05-19 00:00:00"
870,8.3,"1983-05-20 00:00:00"
871,7.5,"1983-05-21 00:00:00"
872,6.2,"1983-05-22 00:00:00"
873,7.8,"1983-05-23 00:00:00"
874,13.2,"1983-05-24 00:00:00"
875,11.9,"1983-05-25 00:00:00"
876,6.5,"1983-05-26 00:00:00"
877,8.3,"1983-05-27 00:00:00"
878,12.1,"1983-05-28 00:00:00"
879,9.3,"1983-05-29 00:00:00"
880,7.5,"1983-05-30 00:00:00"
881,9.3,"1983-05-31 00:00:00"
882,11,"1983-06-01 00:00:00"
883,10.8,"1983-06-02 00:00:00"
884,5.3,"1983-06-03 00:00:00"
885,7.6,"1983-06-04 00:00:00"
886,5.6,"1983-06-05 00:00:00"
887,7.2,"1983-06-06 00:00:00"
888,9.6,"1983-06-07 00:00:00"
889,7,"1983-06-08 00:00:00"
890,8.3,"1983-06-09 00:00:00"
891,7.8,"1983-06-10 00:00:00"
892,4.7,"1983-06-11 00:00:00"
893,6.8,"1983-06-12 00:00:00"
894,7.2,"1983-06-13 00:00:00"
895,8.3,"1983-06-14 00:00:00"
896,9.5,"1983-06-15 00:00:00"
897,4.7,"1983-06-16 00:00:00"
898,3,"1983-06-17 00:00:00"
899,1.5,"1983-06-18 00:00:00"
900,2.5,"1983-06-19 00:00:00"
901,6.2,"1983-06-20 00:00:00"
902,11.6,"1983-06-21 00:00:00"
903,6.6,"1983-06-22 00:00:00"
904,6.6,"1983-06-23 00:00:00"
905,8,"1983-06-24 00:00:00"
906,7.9,"1983-06-25 00:00:00"
907,3.3,"1983-06-26 00:00:00"
908,3.9,"1983-06-27 00:00:00"
909,6,"1983-06-28 00:00:00"
910,4,"1983-06-29 00:00:00"
911,5.5,"1983-06-30 00:00:00"
912,8.5,"1983-07-01 00:00:00"
913,9.8,"1983-07-02 00:00:00"
914,9.5,"1983-07-03 00:00:00"
915,7.2,"1983-07-04 00:00:00"
916,8.1,"1983-07-05 00:00:00"
917,8,"1983-07-06 00:00:00"
918,8.5,"1983-07-07 00:00:00"
919,8.8,"1983-07-08 00:00:00"
920,8.3,"1983-07-09 00:00:00"
921,2.4,"1983-07-10 00:00:00"
922,4.9,"1983-07-11 00:00:00"
923,5.9,"1983-07-12 00:00:00"
924,6.7,"1983-07-13 00:00:00"
925,8.4,"1983-07-14 00:00:00"
926,6.5,"1983-07-15 00:00:00"
927,7.9,"1983-07-16 00:00:00"
928,4.1,"1983-07-17 00:00:00"
929,5.4,"1983-07-18 00:00:00"
930,7.5,"1983-07-19 00:00:00"
931,3.9,"1983-07-20 00:00:00"
932,2.5,"1983-07-21 00:00:00"
933,5.3,"1983-07-22 00:00:00"
934,6.6,"1983-07-23 00:00:00"
935,0,"1983-07-24 00:00:00"
936,0.7,"1983-07-25 00:00:00"
937,7.6,"1983-07-26 00:00:00"
938,12.3,"1983-07-27 00:00:00"
939,9.2,"1983-07-28 00:00:00"
940,9.6,"1983-07-29 00:00:00"
941,9.5,"1983-07-30 00:00:00"
942,10,"1983-07-31 00:00:00"
943,7.7,"1983-08-01 00:00:00"
944,8,"1983-08-02 00:00:00"
945,8.3,"1983-08-03 00:00:00"
946,8.3,"1983-08-04 00:00:00"
947,4.5,"1983-08-05 00:00:00"
948,6.5,"1983-08-06 00:00:00"
949,9.4,"1983-08-07 00:00:00"
950,9.4,"1983-08-08 00:00:00"
951,10.5,"1983-08-09 00:00:00"
952,10.7,"1983-08-10 00:00:00"
953,9.9,"1983-08-11 00:00:00"
954,7.6,"1983-08-12 00:00:00"
955,5.8,"1983-08-13 00:00:00"
956,8.5,"1983-08-14 00:00:00"
957,13.8,"1983-08-15 00:00:00"
958,14.3,"1983-08-16 00:00:00"
959,8.3,"1983-08-17 00:00:00"
960,5.3,"1983-08-18 00:00:00"
961,3,"1983-08-19 00:00:00"
962,5.2,"1983-08-20 00:00:00"
963,10.3,"1983-08-21 00:00:00"
964,11.1,"1983-08-22 00:00:00"
965,10.5,"1983-08-23 00:00:00"
966,9,"1983-08-24 00:00:00"
967,13,"1983-08-25 00:00:00"
968,6.4,"1983-08-26 00:00:00"
969,8.4,"1983-08-27 00:00:00"
970,6.7,"1983-08-28 00:00:00"
971,8.3,"1983-08-29 00:00:00"
972,11.2,"1983-08-30 00:00:00"
973,10,"1983-08-31 00:00:00"
974,10.1,"1983-09-01 00:00:00"
975,10.6,"1983-09-02 00:00:00"
976,10.9,"1983-09-03 00:00:00"
977,5.7,"1983-09-04 00:00:00"
978,9.5,"1983-09-05 00:00:00"
979,10.4,"1983-09-06 00:00:00"
980,11.1,"1983-09-07 00:00:00"
981,12.2,"1983-09-08 00:00:00"
982,10.6,"1983-09-09 00:00:00"
983,8.8,"1983-09-10 00:00:00"
984,9.2,"1983-09-11 00:00:00"
985,5.5,"1983-09-12 00:00:00"
986,7.1,"1983-09-13 00:00:00"
987,6.5,"1983-09-14 00:00:00"
988,4.3,"1983-09-15 00:00:00"
989,5,"1983-09-16 00:00:00"
990,11.2,"1983-09-17 00:00:00"
991,7.5,"1983-09-18 00:00:00"
992,12,"1983-09-19 00:00:00"
993,13.6,"1983-09-20 00:00:00"
994,8.3,"1983-09-21 00:00:00"
995,8.5,"1983-09-22 00:00:00"
996,12.9,"1983-09-23 00:00:00"
997,7.7,"1983-09-24 00:00:00"
998,7.6,"1983-09-25 00:00:00"
999,3.5,"1983-09-26 00:00:00"
1000,10.4,"1983-09-27 00:00:00"
1001,15.4,"1983-09-28 00:00:00"
1002,10.6,"1983-09-29 00:00:00"
1003,9.6,"1983-09-30 00:00:00"
1004,9.3,"1983-10-01 00:00:00"
1005,13.9,"1983-10-02 00:00:00"
1006,7.7,"1983-10-03 00:00:00"
1007,9.5,"1983-10-04 00:00:00"
1008,7.6,"1983-10-05 00:00:00"
1009,6.9,"1983-10-06 00:00:00"
1010,6.8,"1983-10-07 00:00:00"
1011,5.8,"1983-10-08 00:00:00"
1012,6,"1983-10-09 00:00:00"
1013,8.3,"1983-10-10 00:00:00"
1014,9.1,"1983-10-11 00:00:00"
1015,12.5,"1983-10-12 00:00:00"
1016,13.2,"1983-10-13 00:00:00"
1017,16.2,"1983-10-14 00:00:00"
1018,12.5,"1983-10-15 00:00:00"
1019,11.8,"1983-10-16 00:00:00"
1020,10.6,"1983-10-17 00:00:00"
1021,10,"1983-10-18 00:00:00"
1022,12.2,"1983-10-19 00:00:00"
1023,8.9,"1983-10-20 00:00:00"
1024,10.3,"1983-10-21 00:00:00"
1025,7.5,"1983-10-22 00:00:00"
1026,11.6,"1983-10-23 00:00:00"
1027,12.6,"1983-10-24 00:00:00"
1028,12.9,"1983-10-25 00:00:00"
1029,11.7,"1983-10-26 00:00:00"
1030,14,"1983-10-27 00:00:00"
1031,12.3,"1983-10-28 00:00:00"
1032,9,"1983-10-29 00:00:00"
1033,9.2,"1983-10-30 00:00:00"
1034,9.8,"1983-10-31 00:00:00"
1035,11.8,"1983-11-01 00:00:00"
1036,10.6,"1983-11-02 00:00:00"
1037,12.6,"1983-11-03 00:00:00"
1038,11,"1983-11-04 00:00:00"
1039,8.2,"1983-11-05 00:00:00"
1040,7.5,"1983-11-06 00:00:00"
1041,13.6,"1983-11-07 00:00:00"
1042,14.8,"1983-11-08 00:00:00"
1043,10.9,"1983-11-09 00:00:00"
1044,7.7,"1983-11-10 00:00:00"
1045,10.2,"1983-11-11 00:00:00"
1046,10.8,"1983-11-12 00:00:00"
1047,10.8,"1983-11-13 00:00:00"
1048,12.5,"1983-11-14 00:00:00"
1049,13.2,"1983-11-15 00:00:00"
1050,8.7,"1983-11-16 00:00:00"
1051,5.7,"1983-11-17 00:00:00"
1052,9.8,"1983-11-18 00:00:00"
1053,7.3,"1983-11-19 00:00:00"
1054,10.8,"1983-11-20 00:00:00"
1055,10,"1983-11-21 00:00:00"
1056,16.2,"1983-11-22 00:00:00"
1057,15,"1983-11-23 00:00:00"
1058,14.5,"1983-11-24 00:00:00"
1059,15.9,"1983-11-25 00:00:00"
1060,14.9,"1983-11-26 00:00:00"
1061,14.2,"1983-11-27 00:00:00"
1062,15.8,"1983-11-28 00:00:00"
1063,17.2,"1983-11-29 00:00:00"
1064,17.6,"1983-11-30 00:00:00"
1065,12.1,"1983-12-01 00:00:00"
1066,11.4,"1983-12-02 00:00:00"
1067,13,"1983-12-03 00:00:00"
1068,13.2,"1983-12-04 00:00:00"
1069,12,"1983-12-05 00:00:00"
1070,15.3,"1983-12-06 00:00:00"
1071,12.7,"1983-12-07 00:00:00"
1072,12.1,"1983-12-08 00:00:00"
1073,13.8,"1983-12-09 00:00:00"
1074,10.9,"1983-12-10 00:00:00"
1075,12,"1983-12-11 00:00:00"
1076,16.5,"1983-12-12 00:00:00"
1077,15,"1983-12-13 00:00:00"
1078,11.2,"1983-12-14 00:00:00"
1079,13.9,"1983-12-15 00:00:00"
1080,15,"1983-12-16 00:00:00"
1081,14.8,"1983-12-17 00:00:00"
1082,15,"1983-12-18 00:00:00"
1083,13.3,"1983-12-19 00:00:00"
1084,20.4,"1983-12-20 00:00:00"
1085,18,"1983-12-21 00:00:00"
1086,12.2,"1983-12-22 00:00:00"
1087,16.7,"1983-12-23 00:00:00"
1088,13.8,"1983-12-24 00:00:00"
1089,17.5,"1983-12-25 00:00:00"
1090,15,"1983-12-26 00:00:00"
1091,13.9,"1983-12-27 00:00:00"
1092,11.1,"1983-12-28 00:00:00"
1093,16.1,"1983-12-29 00:00:00"
1094,20.4,"1983-12-30 00:00:00"
1095,18,"1983-12-31 00:00:00"
1096,19.5,"1984-01-01 00:00:00"
1097,17.1,"1984-01-02 00:00:00"
1098,17.1,"1984-01-03 00:00:00"
1099,12,"1984-01-04 00:00:00"
1100,11,"1984-01-05 00:00:00"
1101,16.3,"1984-01-06 00:00:00"
1102,16.1,"1984-01-07 00:00:00"
1103,13,"1984-01-08 00:00:00"
1104,13.4,"1984-01-09 00:00:00"
1105,15.2,"1984-01-10 00:00:00"
1106,12.5,"1984-01-11 00:00:00"
1107,14.3,"1984-01-12 00:00:00"
1108,16.5,"1984-01-13 00:00:00"
1109,18.6,"1984-01-14 00:00:00"
1110,18,"1984-01-15 00:00:00"
1111,18.2,"1984-01-16 00:00:00"
1112,11.4,"1984-01-17 00:00:00"
1113,11.9,"1984-01-18 00:00:00"
1114,12.2,"1984-01-19 00:00:00"
1115,14.8,"1984-01-20 00:00:00"
1116,13.1,"1984-01-21 00:00:00"
1117,12.7,"1984-01-22 00:00:00"
1118,10.5,"1984-01-23 00:00:00"
1119,13.8,"1984-01-24 00:00:00"
1120,18.8,"1984-01-25 00:00:00"
1121,13.9,"1984-01-26 00:00:00"
1122,11.2,"1984-01-27 00:00:00"
1123,10.6,"1984-01-28 00:00:00"
1124,14.7,"1984-01-29 00:00:00"
1125,13.1,"1984-01-30 00:00:00"
1126,12.1,"1984-01-31 00:00:00"
1127,14.7,"1984-02-01 00:00:00"
1128,11.1,"1984-02-02 00:00:00"
1129,13,"1984-02-03 00:00:00"
1130,15.6,"1984-02-04 00:00:00"
1131,14.2,"1984-02-05 00:00:00"
1132,15.5,"1984-02-06 00:00:00"
1133,18,"1984-02-07 00:00:00"
1134,15,"1984-02-08 00:00:00"
1135,15.9,"1984-02-09 00:00:00"
1136,15.5,"1984-02-10 00:00:00"
1137,15.8,"1984-02-11 00:00:00"
1138,16.6,"1984-02-12 00:00:00"
1139,13.6,"1984-02-13 00:00:00"
1140,13.8,"1984-02-14 00:00:00"
1141,14.6,"1984-02-15 00:00:00"
1142,15.6,"1984-02-16 00:00:00"
1143,16.6,"1984-02-17 00:00:00"
1144,14.3,"1984-02-18 00:00:00"
1145,16.3,"1984-02-19 00:00:00"
1146,18.9,"1984-02-20 00:00:00"
1147,18.7,"1984-02-21 00:00:00"
1148,14.5,"1984-02-22 00:00:00"
1149,16.5,"1984-02-23 00:00:00"
1150,14.1,"1984-02-24 00:00:00"
1151,13.5,"1984-02-25 00:00:00"
1152,11.7,"1984-02-26 00:00:00"
1153,15.1,"1984-02-27 00:00:00"
1154,11.2,"1984-02-28 00:00:00"
1155,13.5,"1984-02-29 00:00:00"
1156,12.6,"1984-03-01 00:00:00"
1157,8.8,"1984-03-02 00:00:00"
1158,10.5,"1984-03-03 00:00:00"
1159,12.1,"1984-03-04 00:00:00"
1160,14.5,"1984-03-05 00:00:00"
1161,19.5,"1984-03-06 00:00:00"
1162,14,"1984-03-07 00:00:00"
1163,13.8,"1984-03-08 00:00:00"
1164,10.5,"1984-03-09 00:00:00"
1165,13.8,"1984-03-10 00:00:00"
1166,11.4,"1984-03-11 00:00:00"
1167,15.6,"1984-03-12 00:00:00"
1168,11.1,"1984-03-13 00:00:00"
1169,12.1,"1984-03-14 00:00:00"
1170,14.2,"1984-03-15 00:00:00"
1171,10.9,"1984-03-16 00:00:00"
1172,14.2,"1984-03-17 00:00:00"
1173,13.8,"1984-03-18 00:00:00"
1174,15.1,"1984-03-19 00:00:00"
1175,14,"1984-03-20 00:00:00"
1176,12.1,"1984-03-21 00:00:00"
1177,13.8,"1984-03-22 00:00:00"
1178,16.6,"1984-03-23 00:00:00"
1179,17.8,"1984-03-24 00:00:00"
1180,9.4,"1984-03-25 00:00:00"
1181,10.2,"1984-03-26 00:00:00"
1182,7.4,"1984-03-27 00:00:00"
1183,8.7,"1984-03-28 00:00:00"
1184,14,"1984-03-29 00:00:00"
1185,15.3,"1984-03-30 00:00:00"
1186,11.1,"1984-03-31 00:00:00"
1187,9.7,"1984-04-01 00:00:00"
1188,10.3,"1984-04-02 00:00:00"
1189,9.2,"1984-04-03 00:00:00"
1190,8.2,"1984-04-04 00:00:00"
1191,9.7,"1984-04-05 00:00:00"
1192,12.4,"1984-04-06 00:00:00"
1193,12.5,"1984-04-07 00:00:00"
1194,9,"1984-04-08 00:00:00"
1195,9.7,"1984-04-09 00:00:00"
1196,10.1,"1984-04-10 00:00:00"
1197,11.2,"1984-04-11 00:00:00"
1198,12,"1984-04-12 00:00:00"
1199,11.1,"1984-04-13 00:00:00"
1200,10.8,"1984-04-14 00:00:00"
1201,12.8,"1984-04-15 00:00:00"
1202,9.8,"1984-04-16 00:00:00"
1203,13.7,"1984-04-17 00:00:00"
1204,11,"1984-04-18 00:00:00"
1205,13.2,"1984-04-19 00:00:00"
1206,13,"1984-04-20 00:00:00"
1207,10.2,"1984-04-21 00:00:00"
1208,13.2,"1984-04-22 00:00:00"
1209,9.3,"1984-04-23 00:00:00"
1210,11.1,"1984-04-24 00:00:00"
1211,10.3,"1984-04-25 00:00:00"
1212,8.7,"1984-04-26 00:00:00"
1213,11.7,"1984-04-27 00:00:00"
1214,12.5,"1984-04-28 00:00:00"
1215,6.5,"1984-04-29 00:00:00"
1216,9.6,"1984-04-30 00:00:00"
1217,13.8,"1984-05-01 00:00:00"
1218,14.7,"1984-05-02 00:00:00"
1219,9.1,"1984-05-03 00:00:00"
1220,4.8,"1984-05-04 00:00:00"
1221,3.3,"1984-05-05 00:00:00"
1222,3.5,"1984-05-06 00:00:00"
1223,5.7,"1984-05-07 00:00:00"
1224,5.5,"1984-05-08 00:00:00"
1225,7,"1984-05-09 00:00:00"
1226,9.5,"1984-05-10 00:00:00"
1227,9.9,"1984-05-11 00:00:00"
1228,4.9,"1984-05-12 00:00:00"
1229,6.3,"1984-05-13 00:00:00"
1230,4.8,"1984-05-14 00:00:00"
1231,6.2,"1984-05-15 00:00:00"
1232,7.1,"1984-05-16 00:00:00"
1233,7.5,"1984-05-17 00:00:00"
1234,9.4,"1984-05-18 00:00:00"
1235,8.7,"1984-05-19 00:00:00"
1236,9.5,"1984-05-20 00:00:00"
1237,12.1,"1984-05-21 00:00:00"
1238,9.5,"1984-05-22 00:00:00"
1239,9.3,"1984-05-23 00:00:00"
1240,8.5,"1984-05-24 00:00:00"
1241,8,"1984-05-25 00:00:00"
1242,9.8,"1984-05-26 00:00:00"
1243,6.2,"1984-05-27 00:00:00"
1244,7.3,"1984-05-28 00:00:00"
1245,10.9,"1984-05-29 00:00:00"
1246,10,"1984-05-30 00:00:00"
1247,8.7,"1984-05-31 00:00:00"
1248,9,"1984-06-01 00:00:00"
1249,10.8,"1984-06-02 00:00:00"
1250,12.4,"1984-06-03 00:00:00"
1251,7.2,"1984-06-04 00:00:00"
1252,7.2,"1984-06-05 00:00:00"
1253,11.1,"1984-06-06 00:00:00"
1254,9.3,"1984-06-07 00:00:00"
1255,10.1,"1984-06-08 00:00:00"
1256,3.9,"1984-06-09 00:00:00"
1257,5,"1984-06-10 00:00:00"
1258,8.2,"1984-06-11 00:00:00"
1259,2.8,"1984-06-12 00:00:00"
1260,4.3,"1984-06-13 00:00:00"
1261,8.1,"1984-06-14 00:00:00"
1262,11.1,"1984-06-15 00:00:00"
1263,4.7,"1984-06-16 00:00:00"
1264,5.3,"1984-06-17 00:00:00"
1265,10,"1984-06-18 00:00:00"
1266,5.6,"1984-06-19 00:00:00"
1267,2.2,"1984-06-20 00:00:00"
1268,7.1,"1984-06-21 00:00:00"
1269,8.3,"1984-06-22 00:00:00"
1270,8.6,"1984-06-23 00:00:00"
1271,10.1,"1984-06-24 00:00:00"
1272,8.3,"1984-06-25 00:00:00"
1273,7.2,"1984-06-26 00:00:00"
1274,7.7,"1984-06-27 00:00:00"
1275,7.8,"1984-06-28 00:00:00"
1276,9.1,"1984-06-29 00:00:00"
1277,9.4,"1984-06-30 00:00:00"
1278,7.8,"1984-07-01 00:00:00"
1279,2.6,"1984-07-02 00:00:00"
1280,2.4,"1984-07-03 00:00:00"
1281,3.9,"1984-07-04 00:00:00"
1282,1.3,"1984-07-05 00:00:00"
1283,2.1,"1984-07-06 00:00:00"
1284,7.4,"1984-07-07 00:00:00"
1285,7.2,"1984-07-08 00:00:00"
1286,8.8,"1984-07-09 00:00:00"
1287,8.9,"1984-07-10 00:00:00"
1288,8.8,"1984-07-11 00:00:00"
1289,8,"1984-07-12 00:00:00"
1290,0.7,"1984-07-13 00:00:00"
1291,0.1,"1984-07-14 00:00:00"
1292,0.9,"1984-07-15 00:00:00"
1293,7.8,"1984-07-16 00:00:00"
1294,7.2,"1984-07-17 00:00:00"
1295,8,"1984-07-18 00:00:00"
1296,4.6,"1984-07-19 00:00:00"
1297,5.2,"1984-07-20 00:00:00"
1298,5.8,"1984-07-21 00:00:00"
1299,6.8,"1984-07-22 00:00:00"
1300,8.1,"1984-07-23 00:00:00"
1301,7.5,"1984-07-24 00:00:00"
1302,5.4,"1984-07-25 00:00:00"
1303,4.6,"1984-07-26 00:00:00"
1304,6.4,"1984-07-27 00:00:00"
1305,9.7,"1984-07-28 00:00:00"
1306,7,"1984-07-29 00:00:00"
1307,10,"1984-07-30 00:00:00"
1308,10.6,"1984-07-31 00:00:00"
1309,11.5,"1984-08-01 00:00:00"
1310,10.2,"1984-08-02 00:00:00"
1311,11.1,"1984-08-03 00:00:00"
1312,11,"1984-08-04 00:00:00"
1313,8.9,"1984-08-05 00:00:00"
1314,9.9,"1984-08-06 00:00:00"
1315,11.7,"1984-08-07 00:00:00"
1316,11.6,"1984-08-08 00:00:00"
1317,9,"1984-08-09 00:00:00"
1318,6.3,"1984-08-10 00:00:00"
1319,8.7,"1984-08-11 00:00:00"
1320,8.5,"1984-08-12 00:00:00"
1321,8.5,"1984-08-13 00:00:00"
1322,8,"1984-08-14 00:00:00"
1323,6,"1984-08-15 00:00:00"
1324,8,"1984-08-16 00:00:00"
1325,8.5,"1984-08-17 00:00:00"
1326,7.7,"1984-08-18 00:00:00"
1327,8.4,"1984-08-19 00:00:00"
1328,9,"1984-08-20 00:00:00"
1329,8.3,"1984-08-21 00:00:00"
1330,6.8,"1984-08-22 00:00:00"
1331,9.3,"1984-08-23 00:00:00"
1332,6.7,"1984-08-24 00:00:00"
